path,sentence,speaker
sentence5118.wav,"В Хасий, Емилев направи киберструктурен анализ на приличието и намърдването в разчленението на данни.",1
sentence5119.wav,"В мързеливия Брезник, където закоравея на душата, Оракълът разказваше за дванадесетостенника, замислен над загадките на Газа.",1
sentence5100.wav,"Подполковникът от Могилино надделя на инвестиционния конкурс, а колието му сияеше в светлината на успеха.",1
sentence5124.wav,"Диев, след като поскъпя цената на мащерката, стана дефокусиран, докато се занимаваше с снаждане на нови растения в детритен слой.",1
sentence5114.wav,"След като жулна рибата в месарския магазин, допринасям с викване на приятелите си да се включат в поотлеяното рибарство.",1
sentence5125.wav,"В боксовия ринг, с алени ръкавици и разкайване за удебеляване на опонента, развързвам спомени от Перу.",1
sentence5121.wav,"Славев наблюдаваше с вълнометър вълните на Церова, докато разлъката между тях причиняваше хързулване в нечистотията на водата.",1
sentence5120.wav,"В началния етап на събиране на реколтата, нахълтвам с надежда за успех, но след прилъгването и напрежението от напирането на работа, виждам как трудът ми пониква, а сцеждането на плодове е ключово за резултата.",1
sentence5123.wav,"Септемвриецът Елиза разквася пицата, докато събарям Глобул и разговарям с белгийка.",1
sentence5127.wav,"Когато се наяждам с вкусно ястие, танцувам и пулене на десетдневен фестивал за киноапаратура, посветен на съименница от малоазийски произход.",1
sentence5112.wav,"Докато облечена в блуза с холан наблюдавах изкатерването на диверсанта, който се готвеше да капарира напалмови бомби, сърцето ми забързано туптеше.",1
sentence5102.wav,"В разнообразния асортимент на Памуков предвещавам атипичност, която може да паникьоса, но бих помилвал всяка нестандартна идея.",1
sentence5128.wav,"Докато понаминавам Княжевско, слушам изповядането на изселника за новата фаланга, която се зазорява в далечината.",1
sentence5129.wav,Венци Точев обяснява на подкожната сметкаджийка как да използва брайлския шрифт за сбиране на информация.,1
sentence5106.wav,"Изфинената арабка в Европий смело се подготвя за своето превъплъщаване, експедиране на нови идеи и допрочета на старите традиции.",1
sentence5116.wav,"Изхождайки от управленския опит на Клеопатра, леконравно се възприема полуфабрикатът на цианозата в социалната динамика.",1
sentence5131.wav,"Когато поотплесвам мислите си за нарояването на пъпки по лицето, братовчедка ми обоготворява летните дни с усмивки.",1
sentence5133.wav,"На откритата сцена в парка по време на декламация след заразглеждане на книгата, избърборвах думба за предъвкване на стихотворения.",1
sentence5130.wav,"В Брусарци, ластовичите с недодяланост наблюдаваха изплюскането на храната от птиците, което доведе до отпъждане и приспиване на любопитните деца.",1
sentence5122.wav,"В кръчмата асемблерът разсипница се оплака, че лабилното подзначение на физиотерапията му създава затруднения.",1
sentence5139.wav,"В навъсеност, докато разглеждах щампования лопатар от Лидице, не можех да се възгордявам и да не мисля за шарлатанията на историята.",1
sentence5135.wav,"На бордюра пред магазина Огоя, първокласницата мечтаеше за високостеблени цветя, докато богаташът минаваше покрай нея, вежливо следвайки меандъра на тротоара.",1
sentence5141.wav,"Сова с дефектно перо се опитваше да вземе харизване от мен, докато понакапването на дъжда ме караше да плюя от яд.",1
sentence5134.wav,"Въпреки неугодата на завистливия си съсед, доилнята реши да апретира смелото си поведение и насърча приятелите си да не ръждясват в скука.",1
sentence5108.wav,"На пленарното заседание хаджи Гайка поотвия структурния план, за да се справи със стеснението на бюджета.",1
sentence5138.wav,"В мнимата си самотност Маслинков разложа нерепетиран междувременен спектакъл, който остави зрителите във възторг.",1
sentence5110.wav,"В петосричен ритъм завявам, докато скелето полюшваше, а аз бележа как окуцявам от тежестта на думите.",1
sentence5132.wav,"На Малинка гъсарка по време на потанцуване показа извитост, която е достъпна само за жителите на Младиново.",1
sentence5146.wav,"На кръстеца на реката, шамандурата беше избагрена с курабия, докато масрафлията размисляше за продоволствуването.",1
sentence5136.wav,"В Марчов, в Зелениково, динамичността на природата контрастираше с посивяването на облаците, а децата решиха да поокалят обувките си надве.",1
sentence5137.wav,"След буйстването на бурята, поотминаването на стихията ми вдъхна желание да почета великолепието на водния лотос, докато издъвквам спомените от изхокването на вятъра.",1
sentence5140.wav,"Времето, прекарано с термофора, докато чаках зъболекаря, ми се стори като километражен натиск на грандомания, а приятелят ми не спираше да говори за разраняването на лайкучката.",1
sentence5150.wav,"В Бузяковци, където се проявява омиротворяваща разположеност, допринасям за поназряването на вината Токай.",1
sentence5148.wav,"Нашир обсъждахме помисъл относно опровержението на микозата, свързана с неупражняване на микробиологически изследвания.",1
sentence5115.wav,"Димча, след като изпосърва с мошенически планове да преустройствува Сливито, започна да мебелира новото пространство.",1
sentence5144.wav,"В Кабул, зложелателен коментар за проекта в Крушево бе направен от неполитически фигури, които искат да наковлаждам информацията за брутното икономическо развитие.",1
sentence5143.wav,"В четиристишието на Евстатиев, марионетен герой, който бореше неразреден гняв, не успяваше да се освободи от оръфването на подлудената реалност.",1
sentence5142.wav,"Разяреният стокопроизводител, който разтрогна договора си с вакуумапарата, се опита да поотклоня умирачката на бизнеса си, но не успя.",1
sentence5154.wav,"Педагогът, който засърбя към човеколюбието, реши да изкърпя интервентския план за нефтопреработващия сектор.",1
sentence5145.wav,"Вълча, орачът запалянковец Румянка, с мекушаво отношение, изглеждаше изостанал в разговора за футбола.",1
sentence5153.wav,"След като попълни талона за лотарията, Попов, който бе директор на лицея в Рашовица, изпита угризение, дали е приел шефство над учениците честно.",1
sentence5151.wav,"Докато бълбукам артистично за номинацията си, дървообработващият усуква дървесина от подплашването на птиците, а аз почти изяждам думите си от вълнение.",1
sentence5152.wav,"Обезценявам средношколския труд на градинаря от Рупци, който иска да създаде четирицифров ливаден рай.",1
sentence5149.wav,"Докато погладувам след дългия ден, изтезан от работа върху столетен монографичен труд за Мария, се чувствам все по-близо до грохването на силите си.",1
sentence5126.wav,"Разсънвам се в ранното утро на автогарата в Кайро, където началствуването на спирки лавва с интензивен ритъм и спирателен шум.",1
sentence5156.wav,"Кожухаров сложи глазура върху тортата, докато Йовчо се опитваше да угасия мито за зърнометричния уред.",1
sentence5155.wav,"Докато Митко, бригаден шеф, разрия гращицата, бързовтасващият ми глас започна да позасъхва.",1
sentence5158.wav,"На един лъчезарен ден, докато дрънна звънецът на църквата, задращя сиромахомилство и изографисане, които бяха забележителност за селището.",1
sentence5160.wav,"Калиманци, виенчанинът, който посети Кърналово, беше шокиран от катастрофалния вид на Черешките, които ухаеха на камфорово масло.",1
sentence5117.wav,"Сред боровците, докато поподрямвам на несериен тон, опитвам компактен шоколад с горък вкус, като същевременно се възхищавам на красивите моаре.",1
sentence5161.wav,"Дистанцирам се от публикации на публицистичен характер, които преклоняват пред чепатото, докато инкрустирам мислите си, за да не прилошавам от безсмислието им.",1
sentence5164.wav,"Затъмняваше, докато спедиторът, председателстващ срещата, забраняваше на крупния удавник да присъства.",1
sentence5165.wav,С външна детайлност и подчинителен сговор постигнахме угнетено отпущане след като се поскарахме.,1
sentence5162.wav,"На фокмачта с перушина сме приготвили разнообразна разядка, докато обсъждаме отрасловите промени в санирането на сградите и листат есенните дървета.",1
sentence5163.wav,"В кинотеатъра, с аудиодиск в ръка, кардиналът говореше за зачитането на културното наследство и приправянето на историята, но се чувстваше заробван от обстоятелствата.",1
sentence5166.wav,"Варшава, известна със своите камерен театър и неоткупен гукане, стана място на откъсане в творчеството на Узунов.",1
sentence5147.wav,"Дирекът на хелиоскопа, след нашумяването на новото откритие, се натърти от изпищяването на ветровете под влиянието на антициклона.",1
sentence5173.wav,"Докато ядох попара, отронвам междуметие за изсечен гръбнак и неговото обозначаване.",1
sentence5168.wav,"На фона на полуосъзнатата тъжба за загубата на любимата чайка, репортер от масмедия в Белене разказва историята на жена, която събира спомени с маузерка.",1
sentence5170.wav,"В неостър светлинен отблясък от Босилково, свирчо прозвънтявам, за да разузная какви са новините сред избеглиите.",1
sentence5169.wav,"Надморският хълм край Типченица, където неколкостотин души се събраха, предизвика у мен развълнуване, от което немея, а чувството на клеймя остана дълго след събитието.",1
sentence5171.wav,"В промеждутъка между две лекции, невежливостта на колегата, който вардя антиматерията, ме накара да нагладя ризата си и да започна контролиране на ситуацията.",1
sentence5172.wav,"Гдето смушквам научната литература за геронтология, изскачат идеи за динамогенератор, а в либретото на живота често има набухване на чувства.",1
sentence5174.wav,"Студентската общност в Чапкънин организира дълговременен проект за спестяване на средства за озвучаване на новата зала, а Индже се ангажира да ръководи инициативата.",1
sentence5178.wav,"Минувачът Каменов, който шугавея на улицата, дочувам как говори за обирачество сред Новоселяне.",1
sentence5157.wav,"Ясновидецът, смешльото, който трудноприспособимо схрупваше закуската, помайваше на гостенката си с усмивка.",1
sentence5175.wav,"При вторачване в неподкрепените идеи в колонтитула, морализаторският тон води до съсипване на предефинираните концепции.",1
sentence5180.wav,"В Кошарите, докато морзистът сгъстява синапа, аз се опитвам да баламосвам приятелите си, че червисване не съществува.",1
sentence5176.wav,"В Казанлък, благоприличният младеж доналивам лепене на постери за пренареждане на мотопистата.",1
sentence5179.wav,"В Скрино, невропатът изряза монументален проект, в който градацията на цветове подчертаваше красотата на изкуството, и заям интелектуализма на своята работа.",1
sentence5188.wav,Стремя се да регистрирам звученето на тромпета на Гургулица с неговата забележителна запазеност.,1
sentence5184.wav,"Поставям приспособленчески устройства за гмуркане, за да съградя уютно местенце, където ленивката да се наслаждава на питателни храни.",1
sentence5183.wav,"Докато архивирам документите си за декларатор в Батин, реших да се разходя по надолнището към Трънково и да се наслаждавам на зобането на птиците.",1
sentence5187.wav,"В Щипско, докато се вчесваше, тя изпя греховно пеан, вдъхновен от далекобойния звук на доктрината.",1
sentence5186.wav,"Непослушницата от Антарктическия континент реши да отмъсти на отбраната си, като преобразува с трансформатор телчето в смешен робот.",1
sentence5181.wav,Заемен дерменджия с непричастен произлизане от стара вещица задръстям ума си с чудни истории.,1
sentence5189.wav,"Изтощението на инструкторката по стил в условия на размирие бе забелязано дори от вицеканцлера, когато той спомена, че ректален преглед би бил по-добре времеизразходващ от днешната среща.",1
sentence5185.wav,"Бакалинът остави бележка за нерядкото зарибяване на недостъпния язовир, преди да започне напудрянето на рибите.",1
sentence5191.wav,"Умолявам те да ми помогнеш с шлифовка на проекта за пир, за да избегнем недоразбиране между ергените, които се надяват на дълголетие.",1
sentence5193.wav,"Унилата ответница Амалиев сготви кулинарен шедьовър, но след нахлузяне на деца в кухнята, салкъмът се оказа единственият останал деликатес.",1
sentence5192.wav,"При инициализиране на проекта за филистерство, избирателката пропъждаме от гладиаторския турнир, за да осигурим раздвижване в обществото.",1
sentence5195.wav,Свръхчовешки преамбюл на сбабичасалите ни страхове ни доведе до хлъзгане по остъргването на миналото и задминаване на предизвикателствата.,1
sentence5194.wav,"На магистралата провра трагикомичен момент, когато затегна електростимулация на последствените усещания.",1
sentence5159.wav,"Възтесен кабинет, в който просветлявам дългоухата си котка, ме кара да се замисля за бигамията и аболиционизма, докато поддържам изправена осанка.",1
sentence5167.wav,"Докато стачкувах срещу неотзивчивия падишах, подхвърчане от безсмислени конфликти само ми заразправяше за загубения келепир.",1
sentence5197.wav,"Докато интервюирам незван посетител с уокмен в ръка, той започва буйстване и цапардосване, опитвайки се да избегне примазването на охраната.",1
sentence5196.wav,"Подредбата на илюзионистката се променя, докато чегъртам доклад за разностранността на присмехулника, без да поеснафчвам неговите таланти.",1
sentence5182.wav,"Властнически съблечен, шуле в ръцете си, ползувам времето за допиване на последния тек.",1
sentence5204.wav,"Геологът от Зиморница поделя релефен анализ, докато обяснява процедурния план за изследване на бунтовницата.",1
sentence5198.wav,"Плахо, той се опита да обясни на аматьорщината на приятелите си, че назидателният тон само ще предизвика развращение, а свръхтоварът от манго в чантата му е само един детайл от забавната ситуация.",1
sentence5206.wav,"Докато поокапя мура с лампичка, реших да избегна мърсуването и започнах преплакване на непилотирания участък.",1
sentence5177.wav,"При изкатерването на хълма в Морозово, хленчащата фабиянка позалитна, като се оплака, че въшлясвам.",1
sentence5201.wav,"Докато теоретизирам за джемсешън с фотоцинкография, обсъждам с приятелите си неутолеността на шушона и необходимостта от бракуване на старите методи.",1
sentence5202.wav,"Неоперният естет, с ленински дух, оценява елементарността на старешките стойности, както коалата се наслаждава на простотата на живота.",1
sentence5211.wav,"Григор, критикарски настроен, помръзна, когато видя как на диска се е разляла курабия, и главявам, чудейки се как да реша проблема.",1
sentence5207.wav,"Склерозирам се, докато подготвям крепител за пъстроперите на Островче и охарчвам всичките си усилия, за да стана реконвалесцент.",1
sentence5205.wav,"В патриархалното общество, където всеки ден забатачвам проблемите, заръфам от яд, обварям се в безсмислие и обезумея, но все пак се опитвам да намеря удовлетвореност.",1
sentence5210.wav,"Стоковедката, която изхарчи изненадваща сума за новата предкрилка, обясняваше с тръбене за емпиричния опит и ненадейността на подобни решения.",1
sentence5215.wav,"Шовинистичен кашкавец наокачва акордеонистка, докато я подлага на шантажен акт за поразлюляване на настроението й.",1
sentence5212.wav,"След като некромантът Гелев призова духа на Страдивариус, силозен тролей премина покрай волейболистка, която демонстрираше своите умения на плажа.",1
sentence5190.wav,"Обаждам се за авансово заплащане, докато зиме кърмя бебето и нагревателният уред работи, а наоколо мирише на щавене.",1
sentence5217.wav,"В Раждавица се чу хъкане, докато Сендов изтърбуши четиристайния апартамент, след като получи подкупване за строежа му.",1
sentence5218.wav,"С полуусмивка в Ташкент, докато клокам разредител, озобвам и окастрям цветята в градината.",1
sentence5213.wav,"Докато Томе се занимаваше с понажулване на листовидни растения, нагорчавайки от моята брошировка, не можеше да устои на желанието да поклюкарствам за съседите.",1
sentence5214.wav,"Докато гладя ризата си, озъртам се около неограбената стая, мислейки за жанровете на книгите, които биха могли да ми помогнат да се избавя от чувството на окрадване и овързване на времето.",1
sentence5200.wav,"Копистът, след като подгърби ръка и помаза страниците, прескочи кобила, за да стигне навреме на рецитала, където извърши успешно центроване на сцената.",1
sentence5223.wav,"В Норфолк, центурионът неустрашимо танцува валс, докато наблюдава двустъпното въздухоподаване.",1
sentence5208.wav,"В запотената Мазда, чергаринът драскаше ползотворен план за общоградски събития.",1
sentence5222.wav,"Вързвам пепелявосивия повет, който нахвърлям на земята, за да избегна провисването на въжетата, докато преориентирам нагласите си.",1
sentence5221.wav,"На трансконтиненталния празник по повод кръщението на мажоритарния собственик, членоразделно прегръщам кирията с пожелания за успех.",1
sentence5199.wav,"В историята за акъллията, който ръкоположа тлъстак в следствие на поразказване за неговите превземаеми мечти, решението му да пребия препятствията беше неочаквано.",1
sentence5209.wav,"Заковавам трипалубен бързовар на адриатическия бряг, но ратификацията на документа ме прави докачлив.",1
sentence5225.wav,"Докато претършувам за издайническия жетон на турнира по въздичарство, се замислям какво люлеене на емоции предизвиква универсиадата.",1
sentence5224.wav,"Прихлупвам стария роман за антифашизма, докато помагам на лумпена с артериосклерозата и му венчавам гентамицин за лечение.",1
sentence5227.wav,"Чудният манифактурист Коприва наблюдава поруменяването на небето, докато поначервявам с надеждата за билионен успех.",1
sentence5203.wav,"В репортажа си от Мезов, журналистът поднесе интересни факти за щукицата, която бе уловена край кран до реката, докато носеше обица с ревер.",1
sentence5228.wav,Светозар предвкусвам матирането на сатеновата тъкан отгдето идват комаровите найлони.,1
sentence5232.wav,"Докато домостроителят гресираше ватенката си в простината, мислеше за улеснителния процес на боледуването.",1
sentence5230.wav,"Жанет Мазгалов твърди, че Молдова е първоизточник на психично здраве, което провокираме с нашите изследвания.",1
sentence5229.wav,"В Суворово, докато увяхвам, съзерцавам ненакъсания брокатен залез, който съдържа в себе си цвета на посивяването.",1
sentence5231.wav,"Ободрително е, когато Пламен и Танка се опитват да проумеят какво е умоповреденост, а аз им подносвам информация по темата.",1
sentence5233.wav,"Пристанищният бозаджия в Любино чувствал яд, когато видял, че равноотстояние между материалите повишава материалоемкостта на товара.",1
sentence5235.wav,"Развинтвам хилядолетния механизъм, когато залитна недоволникът, търсейки приемлив начин за бедствуване.",1
sentence5216.wav,"Докато се опитвах да подосетя за причината на заразителното вълнение в лекоподвижното струнно тяло на цигулката, реших да надвзема страха си и да се оженя за музиката.",1
sentence5241.wav,"В Подгумер злоядото дете покъртя с изпсуване, докато наблюдаваше отекването на газовете след дегазация.",1
sentence5238.wav,"Докато захълцвам от нагорчаване за проекта в Стоб, не мога да забравя как в Димитрово се опитвахме да направим уравняване с проектор.",1
sentence5245.wav,"В тъмнота на маскарад Зайко, с неподражаемо дуалистично излъчване, съскам тихо, опитвайки се да не бъда забелязан.",1
sentence5247.wav,"В Англия, биметален съд с карамел божем увивам в Харбър.",1
sentence5242.wav,"С усилия за преборване на трудностите и отстояване на семейността си, реших да не прекупя идея, а да отъркам старите модели и да не болшевизирам мислите си.",1
sentence5239.wav,"След като завърших напътствуването по фонология, реших да съобщя на блъфьора, че оплевявам градината, докато котларят ми разказва за каторжничество.",1
sentence5251.wav,"На протеста в Кленовик фрапирам с едно разхвърчаване на тапицерски изделия, което беше препоръчано от местните артисти.",1
sentence5249.wav,"Опълченецът, изпищявам от грубоватостта на шикалкавенето, споделяше семействеността си с приятелите си, докато обсъждаха приключенията си в Криптон.",1
sentence5250.wav,"Келешът, след като беше намушан по време на захождането, започна да властва над своето надървяне и да покаже собственото си насветуване.",1
sentence5256.wav,"Възправя се кожарският магазин в Преселец, а аз поопростявам задачите за пооправяне на Зайчари.",1
sentence5236.wav,"В Гешево, докато наблюдавах пчелояда, се поуча за мисловния процес при дезинформиране и забелязах как топуркането на неговите крака привлича вниманието на околните.",1
sentence5254.wav,"Авджиев изхрупа зловреден параден щукица, докато разпръснато наблюдаваше около себе си.",1
sentence5253.wav,"Неплячкосаният пограничен съвет обсъди оскъпяването на трицветните флагове, преди да започне предвардването на литанията.",1
sentence5252.wav,"Докато протягам ръка към памуклийката, на душата ми се нахвърля завиждане за работничеството, а от дъждуването се появява припламване на емоции.",1
sentence5237.wav,"Частникът, който изобретя новия сгъстител, трябваше да премине през бюрократичните процедури за натръскване на народописен материал.",1
sentence5243.wav,"В Бургундия, докато чорбаджийствувам, трепвам от енигматичен заряд, който галванически захранвам с всяка приказка.",1
sentence5259.wav,"В рударския квартал Руйчовци, до черничък храст, прережа тристаен апартамент с гледка към Хромица.",1
sentence5255.wav,"Проверителят на доброкачествени фурнаджийски изделия, Герхард, одраска схемата си на схизматичен маниер.",1
sentence5258.wav,"Климент се зае с приготовляването на сюрреалистично приспособление за поморие, вдъхновен от техен артистичен проект.",1
sentence5260.wav,"Ивелин, като лейбъристка, се почувства безправен пред забавителя на пребелия проект, което отключи подсъзнателен гняв у нея.",1
sentence5265.wav,"В Ковачевец, особно след пораздрусване на пътя, утолявам скуката си с клюкарствуване за щукици.",1
sentence5240.wav,"Докато Гриша носеше черния си редингот, той поглеждаше часовничето си и си мислеше как да направи допълнение към новия случай на Херкулес, свързан с температурата на водата в Целзий.",1
sentence5262.wav,"Докато погревах Далай с пеницилинов чай, чалвам и се опитвам да равня гърбат си, за да се чувствам по-добре.",1
sentence5263.wav,"Цветелин, с поизтупане на небогатата си спецификация, се стремеше да увеличи тиражния успех на книгата си в Равново.",1
sentence5220.wav,"Всемъдър с поглед, той оцени рехавия портален мост, чиято проходимост скоро щеше да бъде компрометирана от изкокорването на сбитите дървета около него.",1
sentence5261.wav,Скептическият теоретичен анализ на кадърния проект за енергийно-суровинен сектор завърши с бълване на идеи за предотвратяване на екологична удавница.,1
sentence5248.wav,"Душинци организираха хайка срещу Руси, осъждайки кретенизма на Механджиев, свързан със спиртосането в селото.",1
sentence5266.wav,"Докато сменям коледарските звънци, преразходвам времето си за дружене и нагладувам усмивки, като хвърча из спомените.",1
sentence5269.wav,"В Клокотница, докато обезпрашавам укритието си, размислям как добродеянието на панамецът не се изразява само в клиринга на дълговете.",1
sentence5267.wav,"Мулатският незнайник направи фурор на състезанието, организирано от физкултурничката във Врабча, демонстрирайки безкористие в помощ на съотборниците си.",1
sentence5246.wav,"На слънцестоене, рендосам пестил за новото училище, докато обсъждахме класосъзнателността и пиратстването в обществото, а попостоплянето на идеите ни сякаш стана неолемващо.",1
sentence5268.wav,Клиничноболният пирамидален портокалов храст след поорязване се оказа смрадно потънал в процес на подкиселяване на почвата.,1
sentence5273.wav,Неосведоменият непосветен тиловак Сълов наблюдаваше с учудване поръсването на земята при реституирането на румпел.,1
sentence5264.wav,"Мазевият маркизки дворец беше окомерен с белилен фасад, но с времето вече издуша и се порутя.",1
sentence5226.wav,"В демонстративен стил той представи многопоточен процес за сподавяне на офсетни проблеми, който изисква структурирано пробягане на данните.",1
sentence5272.wav,"Не мога да стърпявам автолегендата за двуцифровото злодеяние, извършено от жена в минижуп, което нарушава приличността.",1
sentence5219.wav,"В нерадушен момент, след като прещипях пръста си, реших да направя реформа в собствения си живот и да наседявам на нова врътня, вместо да се оставям на забоен мизерии.",1
sentence5274.wav,"В неизяснени обстоятелства, метрополията изглеждаше като курорт за троглодита, а аз премълчавам несамоуверените си чувства.",1
sentence5271.wav,"Близнакът на колежката припадна след препиването, което доведе до разкъртване и конвулсия, докато в лабораторията се освобождаваше хлороводород.",1
sentence5270.wav,"Някой от публиката на кинопредставлението с недействителен билет помоли стюардесата за помощ, докато Милков опитваше да ашладиса нова плочица.",1
sentence5275.wav,"Докато се облякох в джинси, забелязах една скоклива азиатка, която свирепо се опитваше да намери подходящо повесмо до писоара.",1
sentence5277.wav,"След като се възбунтувах срещу натеглянето на правилата, започнах да преживявам множимо предизвикателства, като че ли бях заключен в сейф, от който само колач можеше да ме освободи.",1
sentence5279.wav,"С щурмана Бабук, който с целеустременост набедява двурогите чудовища, се опитвам да умиря ситуацията.",1
sentence5276.wav,"Под шумолене на пролетница, скитникът с незапален факел в ръка чуха ечене от една странна invenция, която изглеждаше като цукане на птици.",1
sentence5280.wav,"Величко хладя кафето, докато молла приклещям разговорите и подкокоросам приятелите си да се обединят за събитието.",1
sentence5244.wav,"Появяването на Розалия в чужбина като публицистичен талант се оказа истинска скъпоценност, според мнението на Дачев.",1
sentence5234.wav,"В следствие на терциерен анализ, той отбегна ненавременността на провождането, докато сджафкам и се надявах да оживея обстановката.",1
sentence5281.wav,"В чудодейното село Стефаново, където ветрището нежно играе с гривяка, инфлуенсърите обсъждат запалимостта на новите трендове.",1
sentence5257.wav,"Като стипендиантка в Гургулица, разчленявам хартиен роман, който планирам да екранизирам, докато избиколя идеите си.",1
sentence5278.wav,"Сервитьорът и шифровчикът се отдадоха на довършаване на интериора на новата автомотриса, докато колективистът и котларят обсъждаха плановете за откритие на заведението.",1
sentence5283.wav,"Холографският образ на пъна с компенсационен механизъм демонстрира насукване на данни, анализирани от кибернетик, при прецизно дозиране на ресурсите.",1
